barangay,year,month,ndvi_mean,ndvi_std,evi_mean,evi_std,ndwi_mean,ndwi_std,s2_valid_px,vv_mean,vv_std,vh_mean,vh_std,s1_valid_px
Canlalay,2020,1,0.42154117792212137,0.262256964612092,0.30701867816302714,0.21514303519103664,-0.4189567010925218,0.1985535158708123,5300,-5.768646759171456,3.5353507803215574,-12.03641834673462,3.4429693949858686,5889
Canlalay,2020,2,0.3759508512747364,0.2317044608403173,0.2815270173602664,0.1962020439620519,-0.3966989359400355,0.17728462547309148,5889,-5.944241270901257,3.621324631416243,-12.349025360414391,3.568203746229161,5889
Canlalay,2020,3,0.3565589027429037,0.23819300979777122,0.2677897483913172,0.19691298066156304,-0.38156875286419606,0.18482032039396093,5889,-5.998261770982462,3.649665315069797,-12.318232714623816,3.55102779904829,5889
Canlalay,2020,4,0.3279538231720727,0.2242784001578748,0.2713505417834009,0.20199528819012766,-0.34940539885560595,0.17585446371697813,5602,-5.814159053910059,3.5988405345986805,-12.194038111863934,3.459305783899184,5889
Canlalay,2020,5,0.4260601906471023,0.2955454812364762,0.3298922252968596,0.2508504377280062,-0.4142264066325448,0.21997014289742398,5889,-4.983643618159085,3.4045786663132565,-11.420443204529374,3.1999987280383944,5889
Canlalay,2020,6,0.42560742355549247,0.306921821139127,0.34482626369635294,0.26958532275724023,-0.41724758874591333,0.22983858115684125,5429,-5.5801580890790605,3.481705553834471,-11.975829073749638,3.4178875337784858,5889
Canlalay,2020,7,0.39039118249979776,0.26330278234903215,0.31588921004172266,0.22941763105431529,-0.3868611096354983,0.1994040109030136,5814,-4.581031189374589,2.917989252663698,-10.675923728012615,3.0506718506919657,5889
Canlalay,2020,8,0.39766281940333476,0.24983066219179156,0.34851258728836987,0.23475923537293222,-0.38967163462623705,0.18565792452767285,2479,-5.229901851928983,3.330075587814017,-11.51884581537576,3.1559701645099767,5889
Canlalay,2020,9,0.4015313464288634,0.28232511259798876,0.3624123054728569,0.27776470054042546,-0.3939441138356709,0.21069336839361125,2065,-5.284841248548836,3.125137841134387,-11.315366477310054,3.4316075052196644,5889
Canlalay,2020,10,0.43040118607199784,0.2680099282326843,0.3308099285861593,0.22663731521598982,-0.41146810376149373,0.20005890788664185,5889,-3.674623848757154,3.333704499180921,-10.487807175363873,2.8467524846919035,5889
Canlalay,2020,11,0.29664744100515184,0.27347703874209756,0.20316323226645566,0.19954766985062575,-0.3440302078242743,0.21042761914543495,895,-4.9280838629589585,3.4013339945444634,-11.528060336689455,3.2320085543274906,5889
Canlalay,2020,12,0.29646178854981664,0.22839000164406503,0.2058886429742791,0.1874940546719086,-0.33505169715562216,0.1704448901380482,464,-5.133862029658354,3.448179892109338,-11.664436735264669,3.2972726719191763,5889
Canlalay,2021,1,0.4151198327721421,0.23751364128220104,0.31042886754722787,0.20434162272593856,-0.39657519197218805,0.1781589155485654,5840,-5.297891316909165,3.547765835475366,-11.763204515164439,3.3413194910369115,5889
Canlalay,2021,2,0.38568095377962713,0.2499557275242954,0.2732674676717597,0.19738141905499038,-0.40172112017304934,0.19255764249392054,5889,-4.82579535392888,3.548554567562302,-11.484012266577048,3.2875080141916007,5889
Canlalay,2021,3,0.010395433026133103,0.061021047500920744,-0.0046863845200277865,0.07313869499669386,-0.0037418461870402098,0.059499769624887525,4,-5.634347840113446,3.624423026704816,-12.105318197303625,3.547123653671656,5889
Canlalay,2021,4,0.3125568746246004,0.17367787227898343,0.32188748633243935,0.17995224887433586,-0.31340245035336073,0.1477132877270076,190,-5.4820870578123415,3.603355265981574,-11.921778877084947,3.5206082432770884,5889
Canlalay,2021,5,0.3286094620031173,0.23623536162160105,0.2687494148763031,0.21028137829432736,-0.3556702288654606,0.18557387155185284,5889,-5.6564386191357645,3.7407857642128217,-12.093946011534248,3.5612572293338585,5889
Canlalay,2021,6,0.3918520231535748,0.23669045244637502,0.6331559843570431,0.4059369934992701,-0.31204940936580855,0.1879420875658973,106,-5.325694227397936,3.446863257234821,-11.786334220834286,3.410786954254949,5889
Canlalay,2021,7,,,,,,,0,-4.186954498543355,3.3715605123676187,-10.995159117032431,3.15543887196478,5889
Canlalay,2021,8,,,,,,,0,-5.004628617406116,3.2652253351418814,-11.132421208146269,3.4680299085736435,5889
Canlalay,2021,9,0.423281166210088,0.2777779873547026,0.31943824981651114,0.22765895272411282,-0.41710263455726576,0.20685273552511613,5889,-5.36023313622241,3.512769335778961,-11.672861858847524,3.361853094642089,5889
Canlalay,2021,10,0.43131418838919405,0.275492212476423,0.3140911519887534,0.22254301214991154,-0.43169501421087125,0.20712473330256462,5889,-5.340005555093678,3.3130025662464897,-11.262335805051908,3.6179535598376837,5889
Canlalay,2021,11,0.0026599634438753145,0.06731996648742254,-0.014747837558388707,0.12221782450436078,0.005652440944686532,0.06067976314154234,4,-4.420997362411384,3.364871924178989,-11.151128637943655,3.1500727498278533,5889
Canlalay,2021,12,0.4571023189320337,0.2661115523300957,0.33884039886652595,0.2243345031634974,-0.44109094285988054,0.2041525088681093,4371,-5.2098812944528206,3.3415750453826547,-11.286272405852639,3.550252527364141,5889
Canlalay,2022,1,0.3621566579836657,0.23896905257412554,0.31129079326809017,0.40736246154633565,-0.35830427800665315,0.1887962676560703,5675,-5.394027821008899,3.3960892939549483,-11.392403400240514,3.7285837646822997,5889
Canlalay,2022,2,0.4207047055763616,0.23933493525270902,0.32523707124948953,0.23392313083427782,-0.40316818425535433,0.18103110794076463,1502,-5.2504932942986295,3.377671264797422,-11.135189653555718,3.6604265065190194,5889
Canlalay,2022,3,0.35930849992119346,0.2543974407400842,0.27405133856401437,0.2126897171244033,-0.38838397075609415,0.1997256778098345,5889,-5.467607580182375,3.364372525477323,-11.292043527703045,3.625664527619925,5889
Canlalay,2022,4,-0.013720782621687726,0.020016445770450426,-0.2995910179590896,2.8217551810983617,0.03779632388221393,0.01456523023294737,1660,-5.201874715178396,3.3744041106398868,-11.23958519728728,3.657895823099982,5889
Canlalay,2022,5,0.41172638829859187,0.27789614683585734,0.32421701119610496,0.23397994450084986,-0.40656538610312387,0.20634529743366337,5889,-4.432904017926678,3.112462474650701,-10.726906916824047,3.263780777955439,5889
Canlalay,2022,6,,,,,,,0,-4.601665988793701,3.2934189866246077,-10.843856325523268,3.3595811577219785,5889
Canlalay,2022,7,0.4384545824426645,0.3089311021725407,0.3369342659848588,0.2533230408145746,-0.43291634757492503,0.23090397102616322,5889,-4.340953072944471,3.182500524917337,-10.552244603040512,3.2864866289491586,5889
Canlalay,2022,8,0.4088972482182752,0.25126619029902114,0.32696759410644405,0.2227847742415783,-0.39478412054702516,0.18611712690282464,5889,-4.968850373753774,3.288470483529525,-11.11279862034523,3.4920999875319088,5889
Canlalay,2022,9,0.359995691529754,0.10446522184544113,0.3799313005832488,0.12794329507576918,-0.32247218170851366,0.08251313429949524,2170,-4.3064174871938645,3.138189684102322,-10.442498696690379,3.2835202399984125,5889
Canlalay,2022,10,0.27575346319315347,0.11481821573747156,0.21980879716575136,0.10849291518849721,-0.2617752346396444,0.0847903872679658,600,-4.021645396544441,3.235307758844912,-10.178336531843051,3.2602355698272514,5889
Canlalay,2022,11,0.37306676418557116,0.2418644187957749,0.29210287703941434,0.2098231050261647,-0.36699547310020014,0.1841193955341973,5142,-3.605942961794049,3.150537013537355,-10.023013474192748,3.1261801148911332,5889
Canlalay,2022,12,0.4180393202583382,0.269410837483602,0.29759821660182334,0.21567281806763533,-0.4170108176957938,0.20514904771005116,5889,-5.015265674076222,3.3440003260231936,-11.079041805765815,3.5107629949264756,5889
Canlalay,2023,1,0.43583310906221145,0.261700420179974,0.2847000761474039,0.20452048413124838,-0.43172261966304987,0.19575983782398285,5889,-5.233304045058035,3.4734068455919016,-11.225033574194644,3.722016426970011,5889
Canlalay,2023,2,0.3164783083324913,0.1203602420576652,0.2540351321934414,0.09698401795818605,-0.2891129535325305,0.10170278340707127,1499,-5.128773243793964,3.3940790625120907,-11.166548984982686,3.720602615345045,5889
Canlalay,2023,3,0.3214198361485367,0.21717227128817196,0.24973502768010727,0.18606281811887945,-0.3546319861031197,0.17176522450505077,5889,-5.372012829274736,3.46749160165813,-11.316749851925465,3.8083908734427534,5889
Canlalay,2023,4,0.35610548394683333,0.231237162951042,0.2823741224308926,0.20111932688825665,-0.3756081085462799,0.17557846682609546,5889,-5.211723966255991,3.475127925917052,-11.338170553796225,3.8846741529814928,5889
Canlalay,2023,5,0.3866942831267962,0.239426189917775,0.3445846574764273,0.23949254651855015,-0.3758060943554145,0.17820942659154265,5783,-5.002398397150495,3.476475092324067,-11.109892226110535,3.7578169939217276,5889
Canlalay,2023,6,0.446511384870658,0.325235867104448,0.353009885849903,0.2813454432463484,-0.44164807338735007,0.2415125764331533,5889,-4.351949545382314,3.1215299899482023,-10.527321473490224,3.276875902356328,5889
Canlalay,2023,7,0.37671717790814385,0.25927291139308306,0.27466201451751615,0.20200433040739402,-0.37385574484197037,0.19630887770087044,5825,-3.991098637666172,3.2274016171070836,-10.386113213785901,3.3298617491613616,5889
Canlalay,2023,8,0.36014214988203447,0.218437456810231,0.3427203866203514,0.23029992168704055,-0.340444744891315,0.16596411318130405,5578,-4.225154582387364,3.289107554885,-10.56792991965096,3.409061618849724,5889
Canlalay,2023,9,0.4169429981605951,0.25799600323915395,0.31918095552532794,0.21874932574930622,-0.40928215260267625,0.19318353864851898,5109,-4.329703312480611,3.247273474316807,-10.58222162468943,3.335670844827118,5889
Canlalay,2023,10,,,,,,,0,-3.8071390543819343,3.2231994155188706,-10.188821204648715,3.310277169689538,5889
Canlalay,2023,11,0.32539862981226675,0.1765335502166355,0.24081284168642028,0.1620613466502523,-0.34090704339203126,0.13001716976233899,116,-4.21666962906675,3.289297987824104,-10.473274132218524,3.385019934522012,5889
Canlalay,2023,12,0.41754027774347635,0.27046594015370085,0.29416952260001356,0.222116657466521,-0.4231671520534602,0.20584585396126795,5889,-4.374558726517701,3.2979862565514395,-10.715041198839325,3.498500427598407,5889
Canlalay,2024,1,0.4627650574324906,0.22768923929042767,0.31229870998833237,0.1853653618724171,-0.4363555811538542,0.18094962086336103,292,-5.018883344819646,3.4041832594059005,-11.056698867833218,3.675965951180977,5889
Canlalay,2024,2,0.3491554987203139,0.22992375060691356,0.2433851037564755,0.18601666710805378,-0.39234598042094715,0.18349743609416422,5889,-4.918422863675342,3.485384983129237,-11.121616439944736,3.661262794437991,5889
Canlalay,2024,3,0.29833200282759975,0.22146579880383757,0.22337152197957907,0.1876841925645109,-0.32766727372318943,0.1775852794090803,5797,-4.972716045842425,3.537356276157871,-10.988477902733003,3.697377083111867,5889
Canlalay,2024,4,0.30907202635300957,0.24264092540837778,0.23483724292574465,0.21216429739752235,-0.36196084314386334,0.1966411266360809,5889,-5.10753313443417,3.6745483730817536,-11.450915523891842,3.9483630524268665,5889
Canlalay,2024,5,,,,,,,0,-4.842604667382387,3.601917645246325,-10.970090230626802,3.721117366179252,5889
Canlalay,2024,6,0.37421712500396376,0.2029274719056842,0.2707823441173026,0.15906239502898548,-0.3618183899074706,0.15301719203043812,1242,-4.4286241459235205,3.2563537543182246,-10.631777294702179,3.4821777018424926,5889
Canlalay,2024,7,,,,,,,0,-4.4416266520811645,3.409040247047618,-11.021319035351516,3.363104530991378,5889
Canlalay,2024,8,0.3437651084146975,0.2103380694820506,0.30386461849477664,0.20932245870338564,-0.3548018394329396,0.15638022557096218,2362,-3.6467782524482786,3.2927930593110433,-10.072185971242,3.2071285136217615,5889
Canlalay,2024,9,0.3733162110275912,0.2545099014595382,0.2770694432613679,0.20668481368891442,-0.3852424336543183,0.18994895631400496,3557,-4.420365584455443,3.4116212825976824,-10.772233132096137,3.6445617598266136,5889
Canlalay,2024,10,0.4098250993690905,0.2700418098483384,0.31565586013270996,0.23158854442436613,-0.40311092587781927,0.20767874233540598,5226,-3.478464945425667,3.330830524357384,-10.122857076794137,3.3695237843561245,5889
Canlalay,2024,11,0.3921201887410759,0.25295095836657466,0.2713579170482956,0.1981530783579412,-0.40656850846772313,0.19369034249055733,5889,-4.738620042878166,3.55297960230698,-11.009434968916905,3.678216798131576,5889
